_id,Date,Price,Open,High,Low,Vol,Change,Exchange,Country,Currency,Source
ObjectId("5c6f6c16afdb6c3febf8075d"),""2018-07-26T00:00:00.000Z"",1820,1830,1830,1810,190,-0.55,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8075e"),""2018-07-25T00:00:00.000Z"",1830,1830,1830,1830,20,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8075f"),""2018-07-24T00:00:00.000Z"",1830,1810,1840,1810,110,2.23,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80760"),""2018-07-23T00:00:00.000Z"",1790,1810,1810,1780,40,-2.19,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80761"),""2018-07-20T00:00:00.000Z"",1830,1840,1840,1830,20,0.55,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80762"),""2018-07-19T00:00:00.000Z"",1820,1840,1860,1820,70,-1.62,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80763"),""2018-07-18T00:00:00.000Z"",1850,1840,1860,1840,330,0.54,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80764"),""2018-07-17T00:00:00.000Z"",1840,1790,1840,1790,240,1.1,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80765"),""2018-07-16T00:00:00.000Z"",1820,1820,1840,1800,350,-0.55,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80766"),""2018-07-13T00:00:00.000Z"",1830,1790,1830,1790,30,2.23,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80767"),""2018-07-12T00:00:00.000Z"",1790,1740,1790,1740,20,2.87,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80768"),""2018-07-11T00:00:00.000Z"",1740,1720,1740,1710,110,0.58,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80769"),""2018-07-10T00:00:00.000Z"",1730,1720,1730,1720,70,1.17,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8076a"),""2018-07-09T00:00:00.000Z"",1710,1700,1710,1690,10,1.18,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8076b"),""2018-07-06T00:00:00.000Z"",1690,1690,1690,1690,0,1.2,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8076c"),""2018-07-05T00:00:00.000Z"",1670,1680,1700,1670,10,-1.76,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8076d"),""2018-07-03T00:00:00.000Z"",1700,1710,1720,1700,10,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8076e"),""2018-07-02T00:00:00.000Z"",1700,1690,1700,1690,10,-0.58,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8076f"),""2018-06-29T00:00:00.000Z"",1710,1720,1720,1700,60,1.79,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80770"),""2018-06-28T00:00:00.000Z"",1680,1680,1700,1680,20,-1.75,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80771"),""2018-06-27T00:00:00.000Z"",1710,1680,1710,1680,340,3.64,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80772"),""2018-06-26T00:00:00.000Z"",1650,1650,1660,1640,70,-1.2,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80773"),""2018-06-25T00:00:00.000Z"",1670,1690,1690,1630,270,-2.91,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80774"),""2018-06-22T00:00:00.000Z"",1720,1720,1730,1700,100,-0.58,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80775"),""2018-06-21T00:00:00.000Z"",1730,1760,1760,1730,70,-1.14,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80776"),""2018-06-20T00:00:00.000Z"",1750,1750,1760,1740,310,3.55,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80777"),""2018-06-19T00:00:00.000Z"",1690,1690,1710,1690,55070,-1.74,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80778"),""2018-06-18T00:00:00.000Z"",1720,1720,1720,1700,70,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80779"),""2018-06-15T00:00:00.000Z"",1720,1720,1720,1700,20,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8077a"),""2018-06-14T00:00:00.000Z"",1720,1680,1720,1660,120,1.78,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8077b"),""2018-06-13T00:00:00.000Z"",1690,1690,1690,1670,55030,0.6,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8077c"),""2018-06-12T00:00:00.000Z"",1680,1670,1680,1670,20,0.6,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8077d"),""2018-06-11T00:00:00.000Z"",1670,1670,1680,1670,90,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8077e"),""2018-06-08T00:00:00.000Z"",1670,1660,1670,1650,30,0.6,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8077f"),""2018-06-07T00:00:00.000Z"",1660,1680,1680,1630,60,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80780"),""2018-06-06T00:00:00.000Z"",1660,1670,1700,1660,70,-0.6,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80781"),""2018-06-05T00:00:00.000Z"",1670,1640,1670,1640,340,3.09,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80782"),""2018-06-04T00:00:00.000Z"",1620,1630,1630,1620,80,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80783"),""2018-06-01T00:00:00.000Z"",1620,1600,1620,1600,50,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80784"),""2018-05-31T00:00:00.000Z"",1620,1620,1620,1590,10,0.62,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80785"),""2018-05-30T00:00:00.000Z"",1610,1620,1620,1600,30,1.9,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80786"),""2018-05-29T00:00:00.000Z"",1580,1610,1610,1580,10,-0.63,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80787"),""2018-05-28T00:00:00.000Z"",1590,1610,1610,1590,10,-1.24,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80788"),""2018-05-25T00:00:00.000Z"",1610,1590,1610,1590,20,1.26,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80789"),""2018-05-24T00:00:00.000Z"",1590,1600,1600,1590,130,1.92,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8078a"),""2018-05-23T00:00:00.000Z"",1560,1570,1570,1550,60,-0.64,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8078b"),""2018-05-22T00:00:00.000Z"",1570,1580,1600,1570,90,0.64,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8078c"),""2018-05-18T00:00:00.000Z"",1560,1590,1600,1560,40,-1.89,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8078d"),""2018-05-17T00:00:00.000Z"",1590,1590,1590,1590,10,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8078e"),""2018-05-16T00:00:00.000Z"",1590,1590,1590,1590,80,1.27,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8078f"),""2018-05-15T00:00:00.000Z"",1570,1620,1620,1570,50,-3.09,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80790"),""2018-05-14T00:00:00.000Z"",1620,1620,1620,1600,190,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80791"),""2018-05-11T00:00:00.000Z"",1620,1630,1630,1600,10,0.62,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80792"),""2018-05-09T00:00:00.000Z"",1610,1600,1610,1590,20,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80793"),""2018-05-08T00:00:00.000Z"",1610,1590,1610,1590,0,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80794"),""2018-05-07T00:00:00.000Z"",1610,1580,1610,1580,70,2.55,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80795"),""2018-05-04T00:00:00.000Z"",1570,1580,1580,1560,40,1.29,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80796"),""2018-05-03T00:00:00.000Z"",1550,1580,1580,1550,60,-2.52,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80797"),""2018-05-02T00:00:00.000Z"",1590,1600,1600,1580,80,1.92,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80798"),""2018-04-30T00:00:00.000Z"",1560,1580,1580,1560,70,-0.64,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf80799"),""2018-04-27T00:00:00.000Z"",1570,1570,1640,1570,340,7.53,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8079a"),""2018-04-26T00:00:00.000Z"",1460,1450,1470,1450,10,0.69,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8079b"),""2018-04-25T00:00:00.000Z"",1450,1430,1450,1390,160,0.69,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8079c"),""2018-04-24T00:00:00.000Z"",1440,1500,1510,1440,40,-3.36,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8079d"),""2018-04-23T00:00:00.000Z"",1490,1490,1490,1490,30,-1.97,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8079e"),""2018-04-20T00:00:00.000Z"",1520,1520,1520,1490,780,0.66,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf8079f"),""2018-04-19T00:00:00.000Z"",1510,1500,1510,1500,30,2.03,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807a0"),""2018-04-18T00:00:00.000Z"",1480,1450,1480,1450,70,5.71,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807a1"),""2018-04-17T00:00:00.000Z"",1400,1380,1400,1380,0,1.45,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807a2"),""2018-04-16T00:00:00.000Z"",1380,1400,1400,1380,30,-1.43,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807a3"),""2018-04-13T00:00:00.000Z"",1400,1400,1400,1400,10,0.72,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807a4"),""2018-04-12T00:00:00.000Z"",1390,1380,1390,1380,80,0.72,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807a5"),""2018-04-11T00:00:00.000Z"",1380,1380,1380,1380,80,2.22,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807a6"),""2018-04-10T00:00:00.000Z"",1350,1350,1350,1350,10,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807a7"),""2018-04-09T00:00:00.000Z"",1350,1380,1380,1350,10,-2.88,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807a8"),""2018-04-06T00:00:00.000Z"",1390,1390,1390,1380,50,0.72,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807a9"),""2018-04-05T00:00:00.000Z"",1380,1390,1400,1370,30,6.15,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807aa"),""2018-04-04T00:00:00.000Z"",1300,1330,1340,1290,20,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807ab"),""2018-04-03T00:00:00.000Z"",1300,1320,1330,1300,130,-2.99,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807ac"),""2018-03-29T00:00:00.000Z"",1340,1360,1390,1320,160,-0.74,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807ad"),""2018-03-28T00:00:00.000Z"",1350,1430,1430,1350,150,-10,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807ae"),""2018-03-27T00:00:00.000Z"",1500,1480,1500,1480,30,5.63,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807af"),""2018-03-26T00:00:00.000Z"",1420,1450,1450,1420,80,-2.07,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807b0"),""2018-03-23T00:00:00.000Z"",1450,1460,1460,1430,120,-1.36,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807b1"),""2018-03-22T00:00:00.000Z"",1470,1510,1510,1470,90,-4.55,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807b2"),""2018-03-21T00:00:00.000Z"",1540,1540,1540,1540,0,6.94,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807b3"),""2018-03-19T00:00:00.000Z"",1440,1490,1490,1440,90,-5.26,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807b4"),""2018-03-16T00:00:00.000Z"",1520,1520,1520,1520,60,0.66,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807b5"),""2018-03-15T00:00:00.000Z"",1510,1520,1520,1490,100,-0.66,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807b6"),""2018-03-14T00:00:00.000Z"",1520,1510,1520,1490,120,2.7,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807b7"),""2018-03-13T00:00:00.000Z"",1480,1540,1540,1480,140,-3.27,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807b8"),""2018-03-12T00:00:00.000Z"",1530,1500,1530,1500,110,2,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807b9"),""2018-03-09T00:00:00.000Z"",1500,1470,1500,1470,40,2.04,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807ba"),""2018-03-08T00:00:00.000Z"",1470,1460,1470,1460,60,0.68,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807bb"),""2018-03-07T00:00:00.000Z"",1460,1420,1460,1420,70,0.69,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807bc"),""2018-03-06T00:00:00.000Z"",1450,1450,1450,1430,140,4.32,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807bd"),""2018-03-05T00:00:00.000Z"",1390,1380,1420,1380,110,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807be"),""2018-03-02T00:00:00.000Z"",1390,1420,1420,1370,70,-2.11,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807bf"),""2018-03-01T00:00:00.000Z"",1420,1430,1440,1420,60,-2.07,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807c0"),""2018-02-28T00:00:00.000Z"",1450,1430,1450,1430,40,1.4,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807c1"),""2018-02-27T00:00:00.000Z"",1430,1440,1440,1420,150,0.7,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807c2"),""2018-02-26T00:00:00.000Z"",1420,1410,1420,1400,60,0.71,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807c3"),""2018-02-23T00:00:00.000Z"",1410,1400,1410,1400,70,0.71,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807c4"),""2018-02-22T00:00:00.000Z"",1400,1400,1400,1400,10,-0.71,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807c5"),""2018-02-21T00:00:00.000Z"",1410,1400,1410,1370,40,3.68,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807c6"),""2018-02-20T00:00:00.000Z"",1360,1360,1380,1350,270,1.49,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807c7"),""2018-02-19T00:00:00.000Z"",1340,1360,1360,1340,30,-1.47,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807c8"),""2018-02-16T00:00:00.000Z"",1360,1360,1360,1360,150,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807c9"),""2018-02-15T00:00:00.000Z"",1360,1380,1380,1360,40,2.26,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807ca"),""2018-02-14T00:00:00.000Z"",1330,1320,1330,1320,20,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807cb"),""2018-02-13T00:00:00.000Z"",1330,1300,1330,1300,50,3.1,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807cc"),""2018-02-12T00:00:00.000Z"",1290,1280,1300,1270,60,4.03,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807cd"),""2018-02-09T00:00:00.000Z"",1240,1290,1290,1240,220,-3.88,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807ce"),""2018-02-08T00:00:00.000Z"",1290,1290,1360,1290,340,-7.19,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807cf"),""2018-02-07T00:00:00.000Z"",1390,1350,1390,1340,630,6.92,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807d0"),""2018-02-06T00:00:00.000Z"",1300,1250,1340,1150,610,-4.41,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807d1"),""2018-02-05T00:00:00.000Z"",1360,1300,1360,1290,150,0,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807d2"),""2018-02-02T00:00:00.000Z"",1360,1400,1400,1350,290,0.74,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807d3"),""2018-02-01T00:00:00.000Z"",1350,1390,1390,1340,130,-1.46,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807d4"),""2018-01-31T00:00:00.000Z"",1370,1340,1370,1340,30,4.58,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807d5"),""2018-01-30T00:00:00.000Z"",1310,1330,1340,1310,70,-1.5,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807d6"),""2018-01-29T00:00:00.000Z"",1330,1320,1340,1310,80,0.76,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807d7"),""2018-01-26T00:00:00.000Z"",1320,1310,1320,1300,50,3.13,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807d8"),""2018-01-25T00:00:00.000Z"",1280,1280,1300,1270,190,-3.03,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807d9"),""2018-01-24T00:00:00.000Z"",1320,1310,1320,1300,60,1.54,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807da"),""2018-01-23T00:00:00.000Z"",1300,1300,1300,1290,50,3.17,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c16afdb6c3febf807db"),""2018-01-22T00:00:00.000Z"",1260,1260,1260,1250,50,0.8,SIX,Switzerland,CHF,Investing.com
ObjectId("5c6f6c26afdb6c3febf807dd"),""2019-02-21T00:00:00.000Z"",1423.25,1434.99,1435.97,1412.6,1670,-0.87,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807de"),""2019-02-20T00:00:00.000Z"",1435.77,1438.99,1442.62,1430.21,1190,0.25,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807df"),""2019-02-19T00:00:00.000Z"",1432.18,1423.59,1438.16,1415.88,2640,0.15,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807e0"),""2019-02-18T00:00:00.000Z"",1429.98,1430.51,1433,1418.32,1740,0.16,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807e1"),""2019-02-15T00:00:00.000Z"",1427.71,1428.49,1450.43,1425.35,2080,-0.19,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807e2"),""2019-02-14T00:00:00.000Z"",1430.36,1456,1464.99,1423.56,4220,-1.88,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807e3"),""2019-02-13T00:00:00.000Z"",1457.74,1450.49,1465.16,1450.49,3430,1.34,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807e4"),""2019-02-12T00:00:00.000Z"",1438.53,1424.49,1443.5,1416.95,3210,2.08,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807e5"),""2019-02-11T00:00:00.000Z"",1409.19,1403.99,1425.36,1401,4510,1.22,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807e6"),""2019-02-08T00:00:00.000Z"",1392.26,1416.72,1420.95,1387.62,4390,-1.23,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807e7"),""2019-02-07T00:00:00.000Z"",1409.56,1439.8,1443.66,1409.56,4480,-2.23,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807e8"),""2019-02-06T00:00:00.000Z"",1441.7,1457.99,1471.1,1435.54,4690,-0.66,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807e9"),""2019-02-05T00:00:00.000Z"",1451.21,1427.01,1458.25,1426.07,3380,0.76,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807ea"),""2019-02-04T00:00:00.000Z"",1440.3,1426,1442.11,1412,7730,0.33,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807eb"),""2019-02-01T00:00:00.000Z"",1435.53,1437.49,1456.23,1417.42,14040,-4,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807ec"),""2019-01-31T00:00:00.000Z"",1495.27,1473.76,1496.34,1463.88,6980,3.99,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807ed"),""2019-01-30T00:00:00.000Z"",1437.86,1414.99,1442.99,1410.76,6570,2.88,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807ee"),""2019-01-29T00:00:00.000Z"",1397.62,1427.51,1436.23,1395.61,5300,-1.35,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807ef"),""2019-01-28T00:00:00.000Z"",1416.71,1462.4,1462.98,1416.71,4530,-3.52,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807f0"),""2019-01-25T00:00:00.000Z"",1468.4,1466.99,1478.76,1462.01,3950,1.68,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807f1"),""2019-01-24T00:00:00.000Z"",1444.12,1448.99,1460.01,1436.8,3560,0.57,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807f2"),""2019-01-23T00:00:00.000Z"",1435.99,1437.99,1459.5,1422.31,7380,-1.91,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807f3"),""2019-01-22T00:00:00.000Z"",1463.91,1486,1486.87,1458.2,5050,-2.15,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807f4"),""2019-01-21T00:00:00.000Z"",1496,1488.21,1496.8,1481.01,5710,-0.68,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807f5"),""2019-01-18T00:00:00.000Z"",1506.17,1494,1506.17,1489,5860,1.59,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807f6"),""2019-01-17T00:00:00.000Z"",1482.6,1469,1484.56,1464.87,2410,-0.33,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807f7"),""2019-01-16T00:00:00.000Z"",1487.49,1476.09,1495.26,1468.33,5470,2.53,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807f8"),""2019-01-15T00:00:00.000Z"",1450.82,1428.41,1450.82,1423.28,4230,1.21,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807f9"),""2019-01-14T00:00:00.000Z"",1433.43,1417.01,1434.69,1395,4300,-0.11,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807fa"),""2019-01-11T00:00:00.000Z"",1434.94,1441,1446.13,1425,4260,-0.24,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807fb"),""2019-01-10T00:00:00.000Z"",1438.38,1429.99,1440,1407.4,5400,0.08,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807fc"),""2019-01-09T00:00:00.000Z"",1437.22,1452.79,1461.93,1425.01,7740,0.24,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807fd"),""2019-01-08T00:00:00.000Z"",1433.74,1437.99,1465.13,1413.2,12000,1.44,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807fe"),""2019-01-07T00:00:00.000Z"",1413.35,1411.01,1417.89,1382.93,14160,3.2,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf807ff"),""2019-01-04T00:00:00.000Z"",1369.53,1336.01,1372,1329.45,5180,2.52,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf80800"),""2019-01-03T00:00:00.000Z"",1335.89,1330.5,1351.86,1318.38,7180,-0.31,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf80801"),""2019-01-02T00:00:00.000Z"",1340.09,1306.06,1348.5,1276.45,13850,4.28,XETRA,Germany,EUR,Investing.com
ObjectId("5c6f6c26afdb6c3febf80802"),""2018-12-28T00:00:00.000Z"",1285.1,1265,1295.67,1260.67,7530,2.77,XETRA,Germany,EUR,Investing.com
