Date,Price,Open,High,Low,Vol.,Change %,Exchange,Country,Currency
27-Feb-18,"1,511.98","1,524.50","1,526.78","1,507.21",4.81M,-0.66%,NASDAQ,USA,USD
26-Feb-18,"1,521.95","1,509.20","1,522.84","1,507.00",4.95M,1.46%,NASDAQ,USA,USD
23-Feb-18,"1,500.00","1,495.34","1,500.00","1,486.50",4.42M,0.99%,NASDAQ,USA,USD
22-Feb-18,"1,485.34","1,495.36","1,502.54","1,475.76",4.86M,0.16%,NASDAQ,USA,USD
21-Feb-18,"1,482.92","1,485.00","1,503.49","1,478.92",6.30M,0.99%,NASDAQ,USA,USD
20-Feb-18,"1,468.35","1,446.49","1,488.77","1,446.49",6.50M,1.36%,NASDAQ,USA,USD
16-Feb-18,"1,448.69","1,457.37","1,465.80","1,446.56",4.47M,-0.89%,NASDAQ,USA,USD
15-Feb-18,"1,461.76","1,466.89","1,468.94","1,436.84",5.65M,0.74%,NASDAQ,USA,USD
14-Feb-18,"1,451.05","1,406.25","1,452.06","1,403.36",5.96M,2.58%,NASDAQ,USA,USD
13-Feb-18,"1,414.51","1,385.93","1,419.72","1,383.53",5.92M,2.04%,NASDAQ,USA,USD
12-Feb-18,"1,386.23","1,364.67","1,393.81","1,344.01",6.74M,3.48%,NASDAQ,USA,USD
9-Feb-18,"1,339.60","1,373.49","1,383.50","1,265.93",14.14M,-0.81%,NASDAQ,USA,USD
8-Feb-18,"1,350.50","1,429.67","1,433.75","1,349.94",8.58M,-4.68%,NASDAQ,USA,USD
7-Feb-18,"1,416.78","1,449.00","1,460.99","1,415.15",7.16M,-1.81%,NASDAQ,USA,USD
6-Feb-18,"1,442.84","1,361.46","1,443.99","1,351.79",11.07M,3.80%,NASDAQ,USA,USD
5-Feb-18,"1,390.00","1,402.62","1,458.98","1,320.72",11.49M,-2.79%,NASDAQ,USA,USD
2-Feb-18,"1,429.95","1,477.39","1,498.00","1,414.00",11.13M,2.87%,NASDAQ,USA,USD
1-Feb-18,"1,390.00","1,445.00","1,459.88","1,385.14",9.11M,-4.20%,NASDAQ,USA,USD
31-Jan-18,"1,450.89","1,451.30","1,472.58","1,450.04",6.42M,0.91%,NASDAQ,USA,USD
30-Jan-18,"1,437.82","1,403.17","1,439.25","1,392.00",5.87M,1.42%,NASDAQ,USA,USD
29-Jan-18,"1,417.68","1,409.18","1,431.39","1,400.44",5.70M,1.11%,NASDAQ,USA,USD
26-Jan-18,"1,402.05","1,392.01","1,402.53","1,380.91",4.86M,1.75%,NASDAQ,USA,USD
25-Jan-18,"1,377.95","1,368.00","1,378.34","1,357.62",4.75M,1.51%,NASDAQ,USA,USD
24-Jan-18,"1,357.51","1,374.82","1,388.16","1,338.00",6.81M,-0.37%,NASDAQ,USA,USD
23-Jan-18,"1,362.54","1,338.09","1,364.90","1,337.34",5.17M,2.65%,NASDAQ,USA,USD
22-Jan-18,"1,327.31","1,297.17","1,327.45","1,296.66",4.14M,2.53%,NASDAQ,USA,USD
